Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1980,Moscow,Equestrian,Eventing,"VOLKOV, Valeri",Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,"KOWALCZYK, Jan",Poland,Men,Individual,Summer
1980,Moscow,Equestrian,Jumping,"ASMAEV, Viktor",Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,"CHUKANOV, Viacheslav",Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,ESPADRON,Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,GEPATIT,Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,"KOROLKOV, Nikolai",Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,"POGANOVSKI, Viktor",Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,REIS,Soviet Union,Men,Team,Summer
1980,Moscow,Equestrian,Jumping,TOPKI,Soviet Union,Men,Team,Summer
1980,Moscow,Fencing,Fencing,"HARMENBERG, Johan",Sweden,Men,Épée Individual,Summer
1980,Moscow,Fencing,Fencing,"BOISSE, Philippe",France,Men,Épée Team,Summer
1980,Moscow,Fencing,Fencing,"GARDAS, Hubert",France,Men,Épée Team,Summer
1980,Moscow,Fencing,Fencing,"PICOT, Patrick",France,Men,Épée Team,Summer
1980,Moscow,Fencing,Fencing,"RIBOUD, Philippe",France,Men,Épée Team,Summer
1980,Moscow,Fencing,Fencing,"SALESSE, Michel",France,Men,Épée Team,Summer
1980,Moscow,Fencing,Fencing,"SMIRNOV, Vladimir",Soviet Union,Men,Foil Individual,Summer
1980,Moscow,Fencing,Fencing,"TRINQUET-HACHIN, Pascale",France,Women,Foil Individual,Summer
1980,Moscow,Fencing,Fencing,"BONIN, Philippe",France,Men,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"BOSCHERIE, Bruno",France,Men,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"FLAMENT, Didier",France,Men,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"JOLYOT, Pascal",France,Men,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"PIETRUSZKA, Frederic",France,Men,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"BEGARD, Isabelle",France,Women,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"BROUQUIER, Veronique",France,Women,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"LATRILLE-GAUDIN, Brigitte",France,Women,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"MUZIO, Christine",France,Women,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"TRINQUET-HACHIN, Pascale",France,Women,Foil Team,Summer
1980,Moscow,Fencing,Fencing,"KROVOPUSKOV, Viktor",Soviet Union,Men,Sabre Individual,Summer
1980,Moscow,Fencing,Fencing,"ALEKHIN, Nikolai",Soviet Union,Men,Sabre Team,Summer
1980,Moscow,Fencing,Fencing,"BURTSEV, Mikhail",Soviet Union,Men,Sabre Team,Summer
1980,Moscow,Fencing,Fencing,"KROVOPUSKOV, Viktor",Soviet Union,Men,Sabre Team,Summer
1980,Moscow,Fencing,Fencing,"NAZLYMOV, Vladimir",Soviet Union,Men,Sabre Team,Summer
1980,Moscow,Fencing,Fencing,"SIDYAK, Viktor",Soviet Union,Men,Sabre Team,Summer
1980,Moscow,Football,Football,"BERGER, Jan",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"KUNZO, Frantisek",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"LICKA, Werner",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"MACELA, Ludek",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"MAZURA, Josef",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"NEMEC, Petr",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"NETOLICHKA, Jaroslav",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"POKLUDA, Lubos",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"RADIMEC, Libor",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"ROTT, Oldrich",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"RYGEL, Zdenek",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"SEMAN, Stanislav",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"SREINER, Zdenek",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"STAMBACHR, Frantisek",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"SVOBODA, Jindrich",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"VACLAVICEK, Rostislav",Czechoslovakia,Men,Football,Summer
1980,Moscow,Football,Football,"VIZEK, Ladislav",Czechoslovakia,Men,Football,Summer
1980,Moscow,Gymnastics,Artistic G.,"COMANECI, Nadia",Romania,Women,Balance Beam,Summer
1980,Moscow,Gymnastics,Artistic G.,"BRÜCKNER, Roland",East Germany,Men,Floor Exercises,Summer
1980,Moscow,Gymnastics,Artistic G.,"COMANECI, Nadia",Romania,Women,Floor Exercises,Summer
1980,Moscow,Gymnastics,Artistic G.,"KIM, Nelli",Soviet Union,Women,Floor Exercises,Summer
1980,Moscow,Gymnastics,Artistic G.,"DELTCHEV, Stoyan",Bulgaria,Men,Horizontal Bar,Summer
1980,Moscow,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",Soviet Union,Men,Individual All-Round,Summer
1980,Moscow,Gymnastics,Artistic G.,"DAVYDOVA, Elena",Soviet Union,Women,Individual All-Round,Summer
1980,Moscow,Gymnastics,Artistic G.,"TKACHEV, Aleksandr",Soviet Union,Men,Parallel Bars,Summer
1980,Moscow,Gymnastics,Artistic G.,"MAGYAR, Zoltan",Hungary,Men,Pommel Horse,Summer
1980,Moscow,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",Soviet Union,Men,Rings,Summer
1980,Moscow,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"AZARIAN, Eduard",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"MAKUTS, Bogdan",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"MARKELOV, Vladimir",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"TKACHEV, Aleksandr",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"DAVYDOVA, Elena",Soviet Union,Women,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"FILATOVA, Maria",Soviet Union,Women,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"KIM, Nelli",Soviet Union,Women,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"NAIMUSHINA, Elena",Soviet Union,Women,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",Soviet Union,Women,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"ZAKHAROVA, Stella",Soviet Union,Women,Team Competition,Summer
1980,Moscow,Gymnastics,Artistic G.,"GNAUCK, Maxi",East Germany,Women,Uneven Bars,Summer
1980,Moscow,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",Soviet Union,Men,Vault,Summer
1980,Moscow,Gymnastics,Artistic G.,"SHAPOSHNIKOVA, Natalia",Soviet Union,Women,Vault,Summer
1980,Moscow,Handball,Handball,"BEYER, Hans-Georg",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"DOERING, Lothar",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"DREIBRODT, Gunter",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"GERLACH, Ernst",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"GRUNER, Klaus",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"HOFT, Rainer",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"JAUNICH, Hans-Georg",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"KRUGER, Hartmut",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"ROST, Peter",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"SCHMIDT, Dietmar",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"SCHMIDT, Wieland",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"VOIGT, Siegfried",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"WAHL, Frank-Michael",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"WIEGERT, Ingolf",East Germany,Men,Handball,Summer
1980,Moscow,Handball,Handball,"BEREZHNAYA-ODINOKOVA, Liubov",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"BOBRUS-PARADNIK, Liudmila",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"CHESAITITE-NENENENE, Aldona",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"KARLOVA, Larisa",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"LUKIANENKO, Natalia",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"LUTAEVA, Valentina",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"MAKARETS-KOCHERGINA, Tatiana",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"PALCHIKOVA, Irina",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"SAFINA, Yulia",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"SAVKINA, Larisa",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"SHERSTYUK-TIMOSHKINA, Natalia",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"STRECHEN, Sigita",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"TURCHINA, Zinaida",Soviet Union,Women,Handball,Summer
1980,Moscow,Handball,Handball,"ZUBAREVA, Olga",Soviet Union,Women,Handball,Summer
1980,Moscow,Hockey,Hockey,"ALLAN, Schofield",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"AMARJIT RANA, Singh",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"BASKARAN, Baskaran",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"CHETTRI, Chettri",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"DEAVINDER, Singh",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"FERNANDES, Mervyn",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"GURMAIL, Singh",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"KAUSHIK, Maharaj Krishon",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"KUMAR, Charanjit",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"MANEYPANDA, Somaya",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"MOHAMMAD, Shahid",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"SINGH, Singh",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"SINGH, Singh",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"SURINDER, Singh",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"SYLVANUS, Dung Dung",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"ZAFAR, Zafar",India,Men,Hockey,Summer
1980,Moscow,Hockey,Hockey,"BOXHALL, Arlene Nadine",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"CHASE, Elizabeth Muriel",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"CHICK, Sandra",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"COWLEY, Gillian Margaret",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"DAVIES, Patricia Joan",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"ENGLISH, Sarah",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"GEORGE, Maureen Jean",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"GRANT, Ann Marry Gwynne",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"HUGGETT, Susan",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"MCKILLOP, Patricia Jean",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"PHILLIPS, Brenda Joan",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"PRINSLOO, Christine",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"ROBERTSON, Sonia",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"STEWART, Anthea Doreen",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"VOLK, Helen",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Hockey,Hockey,"WATSON, Linda Margaret",Zimbabwe,Women,Hockey,Summer
1980,Moscow,Judo,Judo,"REY, Thierry",France,Men,- 60 KG,Summer
1980,Moscow,Judo,Judo,"PARISI, Angelo",France,Men,+ 95KG (Heavyweight),Summer
1980,Moscow,Judo,Judo,"SOLODUKHIN, Nikolai",Soviet Union,Men,60 - 65KG (Half-Lightweight),Summer
1980,Moscow,Judo,Judo,"GAMBA, Ezio",Italy,Men,65 - 71KG (Lightweight),Summer
1980,Moscow,Judo,Judo,"KHABARELI, Shota",Soviet Union,Men,71 - 78KG (Half-Middleweight),Summer
1980,Moscow,Judo,Judo,"RÖTHLISBERGER, Jürg",Switzerland,Men,78 - 86KG (Middleweight),Summer
1980,Moscow,Judo,Judo,"VAN DE WALLE, Robert",Belgium,Men,86 - 95KG (Half-Heavyweight),Summer
1980,Moscow,Judo,Judo,"LORENZ, Dietmar",East Germany,Men,Open Category,Summer
1980,Moscow,Modern Pentathlon,Modern Pentath.,"STAROSTIN, Anatoli",Soviet Union,Men,Individual Competition,Summer
1980,Moscow,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Modern Pentathlon,Modern Pentath.,"LIPEEV, Evgeni",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Modern Pentathlon,Modern Pentath.,"STAROSTIN, Anatoli",Soviet Union,Men,Team Competition,Summer
1980,Moscow,Rowing,Rowing,"LANDVOIGT, Bernd",East Germany,Men,Coxless Pair (2-),Summer
1980,Moscow,Rowing,Rowing,"LANDVOIGT, Jörg",East Germany,Men,Coxless Pair (2-),Summer
1980,Moscow,Rowing,Rowing,"DREIFKE, Joachim",East Germany,Men,Double Sculls (2X),Summer
1980,Moscow,Rowing,Rowing,"KRÖPPELIEN, Klaus",East Germany,Men,Double Sculls (2X),Summer
1980,Moscow,Rowing,Rowing,"ALEXANDROVA-POPOVA, Larissa",Soviet Union,Women,Double Sculls (2X),Summer
1980,Moscow,Rowing,Rowing,"KHLOPTSEVA, Elena",Soviet Union,Women,Double Sculls (2X),Summer
1980,Moscow,Rowing,Rowing,"DOBERSCHÜTZ, Jens",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"DÜHRING, Uwe",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"FRIEDRICH, Jörg",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"HÖING, Bernd",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"KARNATZ, Ulrich",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"KONS, Ulrich",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"KOPPE, Hans-Peter",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"KRAUSS, Bernd",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"LUDWIG, Klaus-Dieter",East Germany,Men,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"BOESLER, Martina",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"KNETSCH-KÖPKE, Christiane",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"LOHS-KUHN, Gabriele",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"METZE, Karin",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"NEISSER, Kersten",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"RICHTER, Ilona",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"SANDIG, Marita",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"SCHÜTZ, Birgit",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"WILKE, Marina",East Germany,Women,Eight With Coxswain (8+),Summer
1980,Moscow,Rowing,Rowing,"BRIETZKE, Siegfried",East Germany,Men,Four Without Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"DECKER, Andreas",East Germany,Men,Four Without Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"SEMMLER, Stefan",East Germany,Men,Four Without Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"THIELE, Jürgen",East Germany,Men,Four Without Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"DIESSNER, Ullrich",East Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"DIESSNER, Walter",East Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"DÖHN, Gottfried",East Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"GREGOR, Andreas",East Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"WENDISCH, Dieter",East Germany,Men,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"FRÖHLICH, Silvia",East Germany,Women,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"KAPHEIM, Ramona",East Germany,Women,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"NOACK, Angelika",East Germany,Women,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"SAALFELD, Romy",East Germany,Women,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"WENZEL, Kirsten",East Germany,Women,Four-Oared Shell With Coxswain (4-),Summer
1980,Moscow,Rowing,Rowing,"KLIER, Cornelia",East Germany,Women,Pair Without Coxswain (2-),Summer
1980,Moscow,Rowing,Rowing,"STEINDORF, Ute",East Germany,Women,Pair Without Coxswain (2-),Summer
1980,Moscow,Rowing,Rowing,"JÄHRLING, Harald",East Germany,Men,Pair-Oared Shell With Coxswain (2+),Summer
1980,Moscow,Rowing,Rowing,"SPOHR, Georg",East Germany,Men,Pair-Oared Shell With Coxswain (2+),Summer
1980,Moscow,Rowing,Rowing,"ULRICH, Friedrich-Wilhelm",East Germany,Men,Pair-Oared Shell With Coxswain (2+),Summer
1980,Moscow,Rowing,Rowing,"LAU, Jutta",East Germany,Women,Quadruple Sculls With Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"PLOCH, Jutta",East Germany,Women,Quadruple Sculls With Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"REINHARD, Sybille",East Germany,Women,Quadruple Sculls With Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"WEIGELT-BUHR, Liane",East Germany,Women,Quadruple Sculls With Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"ZOBELT, Roswietha",East Germany,Women,Quadruple Sculls With Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"BUNK, Karsten",East Germany,Men,Quadruple Sculls Without Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"DUNDR, Frank",East Germany,Men,Quadruple Sculls Without Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"HEPPNER, Uwe",East Germany,Men,Quadruple Sculls Without Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"WINTER, Martin",East Germany,Men,Quadruple Sculls Without Coxswain (4X),Summer
1980,Moscow,Rowing,Rowing,"KARPPINEN, Pertti",Finland,Men,Single Sculls (1X),Summer
1980,Moscow,Rowing,Rowing,"TOMA, Sanda",Romania,Women,Single Sculls (1X),Summer
1980,Moscow,Sailing,Sailing,"PENIDO, Eduardo Henrique",Brazil,Men,470 - Two Person Dinghy,Summer
1980,Moscow,Sailing,Sailing,"SOARES, Marcos Pinto Rizzo",Brazil,Men,470 - Two Person Dinghy,Summer
1980,Moscow,Sailing,Sailing,"BANDOLOWSKI, Valdemar",Denmark,Men,Fleet/Match Race Keelboat Open (Soling),Summer
1980,Moscow,Sailing,Sailing,"HANSEN, Erik Hermann",Denmark,Men,Fleet/Match Race Keelboat Open (Soling),Summer
1980,Moscow,Sailing,Sailing,"JENSEN, Poul Richard Hoj",Denmark,Men,Fleet/Match Race Keelboat Open (Soling),Summer
1980,Moscow,Sailing,Sailing,"ABASCAL GARCIA, Alejandro",Spain,Men,Flying Dutchman,Summer
1980,Moscow,Sailing,Sailing,"NOGUER CASTELLVI, Miguel",Spain,Men,Flying Dutchman,Summer
1980,Moscow,Sailing,Sailing,"RECHARDT, Esko",Finland,Men,Single-Handed Dinghy (Finn),Summer
1980,Moscow,Sailing,Sailing,"BJORKSTROM, Lars Sigurd",Brazil,Men,Tornado - Multihull,Summer
1980,Moscow,Sailing,Sailing,"WELTER, Alexandre",Brazil,Men,Tornado - Multihull,Summer
1980,Moscow,Sailing,Sailing,"MANKIN, Valentyn",Soviet Union,Men,Two-Person Keelboat Open (Star),Summer
1980,Moscow,Sailing,Sailing,"MUZYCHENKO, Aleksandr",Soviet Union,Men,Two-Person Keelboat Open (Star),Summer
1980,Moscow,Shooting,Shooting,"ION, Corneliu",Romania,Men,25M Rapid Fire Pistol (60 Shots),Summer
1980,Moscow,Shooting,Shooting,"MELENTIEV, Aleksandr",Soviet Union,Men,50M Pistol (60 Shots),Summer
1980,Moscow,Shooting,Shooting,"VLASOV, Viktor",Soviet Union,Men,50M Rifle 3 Positions (3X40 Shots),Summer
1980,Moscow,Shooting,Shooting,"VARGA, Karoly",Hungary,Men,50M Rifle Prone (60 Shots),Summer
1980,Moscow,Shooting,Shooting,"SOKOLOV, Igor",Soviet Union,Men,50M Running Target (30+30 Shots),Summer
1980,Moscow,Shooting,Shooting,"RASMUSSEN, Hans Kjeld",Denmark,Men,Skeet (125 Targets),Summer
1980,Moscow,Shooting,Shooting,"GIOVANNETTI, Luciano",Italy,Men,Trap (125 Targets),Summer
1980,Moscow,Volleyball,Volleyball,"CHERNYSHEV, Vladimir",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"DOROKHOV, Vladimir",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"ERMILOV, Aleksandr",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"KONDRA, Vladimir",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"KRIVOV, Valeri",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"LASHCHENOV, Fiodor",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"LOOR, Viliar",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"MOLIBOGA, Oleg",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"PANCHENKO, Yuri",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"SAVIN, Aleksandr",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"SELIVANOV, Pavel",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"ZAITSEV, Viacheslav",Soviet Union,Men,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"AKHAMINOVA, Elena",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"ANDREIUK, Elena",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"BADULINA, Svetlana",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"CHERNYSHOVA, Liudmila",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"KOZYREVA, Liubov",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"LOGINOVA, Lidia",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"MAKOGONOVA, Irina",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"NIKISHINA, Svetlana",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"PAVLOVA, Larisa",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"RADZEVICH, Nadezhda",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"RAZUMOVA, Natalia",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Volleyball,Volleyball,"SOLOVOVA, Olga",Soviet Union,Women,Volleyball,Summer
1980,Moscow,Weightlifting,Weightlifting,"OSMONALIEV, Kanybek",Soviet Union,Men,"- 52KG, Total (Flyweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"NUNEZ AGUIAR, Daniel",Cuba,Men,"- 56KG, Total (Bantamweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"RAKHMANOV, Sultan",Soviet Union,Men,"+ 110KG, Total (Super Heavyweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"TARANENKO, Leonid",Soviet Union,Men,"100 - 110KG, Total (Heavyweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"MAZIN, Viktor",Soviet Union,Men,"56 - 60KG, Total (Featherweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"RUSEV, Yanko",Bulgaria,Men,"60 - 67.5KG, Total (Lightweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"ZLATEV, Asen",Bulgaria,Men,"67.5 - 75KG, Total (Middleweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"VARDANIAN, Yurik",Soviet Union,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"BACZAKO, Peter",Hungary,Men,"82.5 - 90KG, Total (Middle-Heavyweight)",Summer
1980,Moscow,Weightlifting,Weightlifting,"ZAREMBA, Ota",Czechoslovakia,Men,"90 - 100KG, Total (First-Heavyweight)",Summer
1980,Moscow,Wrestling,Wrestling Free.,"POLLIO, Claudio",Italy,Men,- 48KG (Light-Flyweight),Summer
1980,Moscow,Wrestling,Wrestling Free.,"ANDIEV, Soslan",Soviet Union,Men,+ 100KG (Super Heavyweight),Summer
1980,Moscow,Wrestling,Wrestling Free.,"BELOGLAZOV, Anatoli",Soviet Union,Men,48 - 52KG (Flyweight),Summer
